자치구,동,0-12세(어린이),65-100이상(노인),장애인수,동별보행취약계층인구수,총인구,보행취약계층비율,area/Dong,시설개수,시설비율,slope_p
서초구,반포2동,2792,1895,245,4823.111111,15889,0.303550325,0,10,0.000819471,0
서초구,반포1동,4215,3581,562,8108.222222,32089,0.25267918,0,22,0.001802835,5
강북구,미아동,1101,4387,1175,6140.777778,21974,0.279456529,0,25,0.002048677,1
관악구,미성동,2341,5714,1430,8849.444444,31040,0.285098081,0.0130709,41,0.00335983,3
송파구,문정2동,2058,3864,519,6210.333333,29209,0.212617116,0,21,0.001720888,1
송파구,문정1동,1705,2919,584,4948.444444,20469,0.241753112,0,20,0.001638941,6
영등포구,문래동,4285,4595,912,9386.666667,32891,0.285387087,0.00683,51,0.0041793,1
중랑구,묵2동,1364,3516,915,5388.333333,19318,0.278928115,0,27,0.002212571,1
중랑구,묵1동,3157,5826,1486,9808.555556,35072,0.279669125,0.0247473,36,0.002950094,1
종로구,무악동,989,1380,328,2551.222222,8380,0.304441793,0,8,0.000655576,4
양천구,목5동,5622,4447,724,10471.22222,41823,0.250369945,0,37,0.003032041,1
양천구,목4동,2207,3227,866,5915.111111,25768,0.229552589,0,34,0.0027862,6
양천구,목3동,1663,3247,896,5407.777778,22242,0.243133611,0.0083355,25,0.002048677,6
양천구,목2동,2280,4062,1056,6928.666667,30212,0.229334922,0.008769,31,0.002540359,6
양천구,목1동,4535,3148,708,8076.333333,31274,0.258244335,2.06E-05,26,0.002130624,1
강동구,명일2동,1816,2491,450,4557,17455,0.261071326,0,24,0.001966729,6
강동구,명일1동,2749,3866,886,7107.222222,26036,0.272976733,0.0391674,35,0.002868147,5
중구,명동,117,747,130,936.2222222,2930,0.319529769,0.0276131,25,0.002048677,5
중랑구,면목본동,2006,5958,1750,8936.222222,34247,0.260934453,0.0132995,38,0.003113988,2
중랑구,면목7동,1487,4209,1042,6274.888889,22143,0.283380251,0,26,0.002130624,4
중랑구,면목5동,1541,2134,623,4021.111111,14601,0.275399706,0,13,0.001065312,1
중랑구,면목4동,1414,3674,1262,5789.111111,19224,0.301139779,0,23,0.001884782,1
중랑구,면목3·8동,1449,4884,1319,7065.777778,25358,0.278640972,0,32,0.002622306,5
중랑구,면목2동,1674,4512,1266,6889.333333,24704,0.278875216,0,35,0.002868147,1
마포구,망원2동,1540,3080,734,5027.777778,18794,0.267520367,0.017123,27,0.002212571,1
마포구,망원1동,1346,3341,824,5144.777778,20601,0.249734371,0.0143052,21,0.001720888,0
중랑구,망우본동,1958,5944,1739,8868.111111,30229,0.293364356,0,44,0.003605671,3
중랑구,망우3동,1044,3329,965,4909.111111,16979,0.2891284,0.0027662,27,0.002212571,3
송파구,마천2동,1217,4014,1229,5913.777778,19215,0.307768815,0.0205969,40,0.003277882,1
송파구,마천1동,1391,4122,1229,6195.777778,19334,0.320460214,0.0191803,22,0.001802835,2
성동구,마장동,1589,3862,1071,6046,22636,0.26709666,0,32,0.002622306,1
강서구,등촌3동,2156,6560,3827,10842.11111,31106,0.348553691,0.0559408,65,0.005326559,1
강서구,등촌2동,1674,3090,728,5168.444444,20668,0.250069888,0,23,0.001884782,3
강서구,등촌1동,1580,2820,735,4808.333333,24192,0.198757165,0,26,0.002130624,1
강동구,둔촌2동,2276,4054,971,6869.444444,25188,0.272726872,0,34,0.0027862,3
강동구,둔촌1동,5,32,3,38.66666667,134,0.288557214,0,2,0.000163894,3
성북구,동선동,776,2233,560,3320.111111,15507,0.214104025,0.0061484,33,0.002704253,6
성북구,돈암2동,2845,3439,689,6666.777778,24322,0.274104834,0,26,0.002130624,6
성북구,돈암1동,1099,2845,622,4289.555556,14983,0.286294838,0.0156855,20,0.001638941,6
금천구,독산4동,899,2815,810,4164,15405,0.27030185,0,22,0.001802835,3
금천구,독산3동,1291,4347,1200,6304.666667,24445,0.25791232,0,24,0.001966729,6
금천구,독산2동,1172,3345,982,5062.555556,18856,0.268485127,0.0178561,36,0.002950094,6
금천구,독산1동,3859,5568,1975,10524.22222,42081,0.250094395,0.0005662,60,0.004916824,1
마포구,도화동,1959,3600,750,5975.666667,21443,0.278676802,0,22,0.001802835,1
도봉구,도봉2동,2039,6355,1467,9209,27401,0.336082625,0.0311508,46,0.003769565,1
도봉구,도봉1동,1174,5630,1481,7626.777778,21333,0.357510794,0.0017464,26,0.002130624,4
영등포구,도림동,1223,3157,898,4878.888889,17987,0.271245282,0.0070434,16,0.001311153,5
강남구,도곡2동,4280,4757,503,9316.444444,33777,0.275822141,0,13,0.001065312,1
강남구,도곡1동,2506,2899,390,5621.666667,21911,0.256568238,0,16,0.001311153,6
마포구,대흥동,880,2053,503,3212.444444,14415,0.22285428,0,17,0.0013931,5
관악구,대학동,939,2935,732,4280.666667,23639,0.18108493,0,14,0.001147259,4
강남구,대치4동,1216,2063,398,3500.111111,20087,0.174247579,0,23,0.001884782,5
강남구,대치2동,3491,4740,585,8556,36753,0.232797323,0,16,0.001311153,1
강남구,대치1동,3504,2377,278,6035.444444,24556,0.245782882,0,13,0.001065312,1
은평구,대조동,1571,5020,1251,7286,27186,0.268005591,0.0014352,30,0.002458412,5
동작구,대방동,3275,5678,1578,9829.666667,38494,0.255355813,0.0223196,44,0.003605671,6
영등포구,대림3동,1473,4310,1146,6419.666667,22728,0.282456295,0.0285373,33,0.002704253,1
영등포구,대림2동,574,2815,734,3796.777778,12230,0.310447897,0,17,0.0013931,1
영등포구,대림1동,1074,3020,811,4544.555556,14794,0.307189101,0,25,0.002048677,6
영등포구,당산2동,3487,4558,964,8580.555556,37240,0.23041234,0.0024559,30,0.002458412,1
영등포구,당산1동,1345,3309,774,5084,20593,0.246880008,0.045002,31,0.002540359,1
동대문구,답십리2동,2308,5448,1444,8558.222222,28842,0.296727766,0,43,0.003523724,6
동대문구,답십리1동,3295,3989,1081,7884.555556,29052,0.271394587,0,35,0.002868147,6
광진구,능동,700,1582,382,2494.222222,11423,0.21835089,0.0166604,20,0.001638941,5
강남구,논현2동,1451,3139,513,4875,21628,0.225402256,0,17,0.0013931,6
강남구,논현1동,917,2937,574,4172.888889,22712,0.183730578,0.0039832,25,0.002048677,6
은평구,녹번동,3062,6814,1635,10784.33333,37143,0.290346319,0.0201548,45,0.003687618,3
동작구,노량진2동,459,2665,661,3491.222222,12696,0.274985997,0,10,0.000819471,2
동작구,노량진1동,2474,5669,1229,8825.777778,31920,0.276496798,0,39,0.003195935,0
서초구,내곡동,2469,3214,854,6157.444444,17921,0.343588217,0,28,0.002294518,3
관악구,남현동,1172,2726,560,4209.111111,18166,0.231702692,0,13,0.001065312,4
용산구,남영동,246,1579,549,2130,7544,0.282343584,0.0047254,14,0.001147259,1
서대문구,남가좌2동,3348,4736,1188,8744,29704,0.294371128,0,37,0.003032041,1
서대문구,남가좌1동,2699,2072,511,5054.888889,15634,0.323326653,0.002009,21,0.001720888,1
관악구,난향동,1548,2686,708,4627.333333,15540,0.297769198,0,26,0.002130624,6
관악구,난곡동,1729,5299,1600,7916.888889,27304,0.289953446,0,34,0.0027862,3
관악구,낙성대동,878,1944,472,3084.222222,16902,0.182476761,0.0002702,19,0.001556994,4
성북구,길음2동,1810,2500,605,4646.111111,16642,0.279179853,0.0006693,17,0.0013931,6
성북구,길음1동,5548,4409,1036,10532.55556,35766,0.294485141,0.0029665,42,0.003441777,6
강동구,길동,3248,7687,1995,12043.33333,46160,0.260904102,0.0445337,65,0.005326559,2
성동구,금호4가동,1677,2332,529,4302.888889,14589,0.294940633,0.0044136,22,0.001802835,6
성동구,금호2·3가동,2082,3892,939,6495.666667,23187,0.280142609,0,36,0.002950094,5
성동구,금호1가동,1596,2597,670,4565.222222,15634,0.292006027,0,22,0.001802835,5
광진구,군자동,1142,2924,795,4507.666667,19793,0.227740447,0.0117461,35,0.002868147,5
광진구,구의3동,2497,3979,802,6921.555556,29056,0.238214329,0,36,0.002950094,0
광진구,구의2동,2293,4241,1091,7140.111111,26666,0.267760861,0.0116826,48,0.003933459,3
광진구,구의1동,1076,3046,814,4574.222222,21862,0.209231645,0.0206727,15,0.001229206,2
은평구,구산동,2470,6046,2248,9764.888889,32323,0.302103421,0.0001688,49,0.004015406,2
구로구,구로5동,2215,4553,1106,7382.444444,29349,0.251539897,0.0289968,45,0.003687618,1
구로구,구로4동,1034,4357,1214,6065.444444,20058,0.302395276,0.054313,37,0.003032041,6
구로구,구로3동,1717,3348,931,5582.222222,23687,0.235666071,0.0004708,39,0.003195935,6
구로구,구로2동,1220,5504,1427,7516.777778,24239,0.310110887,0.0153932,39,0.003195935,5
구로구,구로1동,2466,2531,518,5284.777778,21128,0.250131474,0,36,0.002950094,1
종로구,교남동,1088,1576,359,2863.444444,10230,0.279906593,0,6,0.000491682,5
중구,광희동,175,1189,250,1502.888889,5343,0.281281843,0.0024308,13,0.001065312,1
광진구,광장동,4943,3711,725,9056.777778,35180,0.257441097,0,39,0.003195935,3
관악구,관악구_신사동,1040,3395,911,4941.111111,16384,0.301581489,0.0008998,22,0.001802835,1
강서구,공항동,3775,3884,1062,8249,28768,0.286742214,0.0003536,40,0.003277882,5
노원구,공릉2동,3997,5203,1353,9951.666667,39315,0.253126457,0.0010422,79,0.006473818,6
노원구,공릉1·3동,2733,6354,2234,10328.11111,37312,0.276804007,0,62,0.005080718,1
마포구,공덕동,2810,5763,1458,9383,37549,0.249886815,0.0245799,34,0.0027862,5
구로구,고척2동,2389,5083,1325,8208.111111,27087,0.303027693,0.004231,37,0.003032041,6
구로구,고척1동,1771,4266,1117,6657.555556,22804,0.291946832,0.0081855,36,0.002950094,2
강동구,고덕2동,3249,2823,811,6522.555556,22540,0.28937691,0,22,0.001802835,6
강동구,고덕1동,4199,2817,718,7414.888889,25370,0.29226996,0.00097,32,0.002622306,5
송파구,거여2동,1695,3447,1011,5703.666667,19045,0.299483679,0.0187479,38,0.003113988,2
송파구,거여1동,885,2320,625,3552.222222,12769,0.278191105,0.0037765,24,0.001966729,6
강남구,개포4동,2322,3108,591,5758.333333,23705,0.242916403,0,33,0.002704253,6
강남구,개포2동,2309,3197,423,5741,22107,0.2596915,0.0042884,24,0.001966729,6
강남구,개포1동,543,1570,221,2235.777778,6538,0.341966623,0,2,0.000163894,2
구로구,개봉3동,1518,4179,1065,6288.666667,20520,0.306465237,0,28,0.002294518,3
구로구,개봉2동,2723,6242,1448,9769.444444,31400,0.311128804,0,36,0.002950094,1
구로구,개봉1동,2800,6276,1728,10036,34328,0.292356094,0.003973,43,0.003523724,2
강동구,강일동,5503,6071,1700,12518.44444,40642,0.308017431,0.0018033,62,0.005080718,2
강남구,강남구_신사동,1370,2948,403,4541.888889,16384,0.277214898,0.0008998,22,0.001802835,0
은평구,갈현2동,2101,4897,1235,7684.111111,28612,0.26856253,0.049845,33,0.002704253,2
은평구,갈현1동,1323,4385,1067,6300.777778,22791,0.276459031,0.0154666,23,0.001884782,2
종로구,가회동,292,872,177,1262.333333,4203,0.300341026,0,12,0.000983365,1
강서구,가양3동,796,3597,1705,5340.222222,15314,0.348715046,0.0192854,25,0.002048677,0
강서구,가양2동,601,3897,2458,5863.555556,14254,0.411362113,0.0242232,20,0.001638941,0
강서구,가양1동,2163,2981,831,5605.666667,34130,0.164244555,0.001144,44,0.003605671,0
금천구,가산동,834,2532,743,3778.777778,23210,0.162808177,0,42,0.003441777,1
구로구,가리봉동,310,1925,539,2534.444444,9093,0.278724782,0,16,0.001311153,6
송파구,가락본동,2062,3658,767,6146.111111,26836,0.229024859,0.0073286,52,0.004261247,6
송파구,가락2동,3579,4166,929,8261.111111,32786,0.251970692,0.004217,41,0.00335983,6
송파구,가락1동,3864,3177,532,7336.555556,27327,0.268472776,0,15,0.001229206,1
