NTFC_DE,index,SNHO_NO,JSH_NO,BUS_NO,PK,RN,SIG_CD_PK,RDS_MAN_NO_PK,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,RDS_DPN_SE,SPD_LMT,SOIL_INCLN,SOIL_INCL_,CAR_PER_RD,DNGR_RD,dan_lvl
20100422,1,1,0,1,11290409,한천로,11290,409,3005038,2,11840,3,2,50,0-2%,1,0.122073353,20313,0
20100610,4,0,0,0,112901560,장위로40길,11290,1560,4121578,5,12,4,1,30,15-30%,4,0.305183383,0,0.6
20100610,7,0,1,1,11290410,장월로10길,11290,410,4121506,4,138,4,0,30,15-30%,4,0.244146706,0,0
20100610,12,0,0,0,11290412,장위로,11290,412,3107013,3,76,3,1,50,7-15%,3,0.18311003,0,0.6
20100610,15,0,0,0,112902045,화랑로18가길,11290,2045,4121749,8,434,4,0,30,15-30%,4,0.488293413,0,0
20100610,16,0,0,0,112902046,화랑로18길,11290,2046,4121750,2,43,4,1,30,0-2%,1,0.122073353,0,0
20100610,17,0,0,0,112902047,화랑로18가길,11290,2047,4121749,5,15,4,1,30,7-15%,3,0.305183383,0,0
20100610,18,1,0,0,112902048,화랑로18나길,11290,2048,4121751,5,11,4,1,30,0-2%,1,0.305183383,0,0
20100610,19,0,0,1,112902049,화랑로18나길,11290,2049,4121751,5,12,4,1,30,0-2%,1,0.305183383,0,0
20100610,20,1,0,0,112902051,화랑로18나길,11290,2051,4121751,3,203,4,0,30,2-7%,2,0.18311003,0,0
20100610,21,0,0,0,112902052,화랑로18길,11290,2052,4121750,6,198,4,1,30,2-7%,2,0.36622006,0,0
20100610,22,2,1,1,112901242,장월로14길,11290,1242,4121509,3,292,4,0,30,2-7%,2,0.18311003,0,0
20100610,23,0,0,0,11290404,북악산로15길,11290,404,4121229,4,16,4,2,30,2-7%,2,0.244146706,0,0.6
20100610,24,0,0,0,112901243,창경궁로43길,11290,1243,4121698,5,65,4,1,30,30-60%,5,0.305183383,0,0.8
20100610,25,0,0,0,11290405,성북로16가길,11290,405,4121328,2,40,4,1,30,2-7%,2,0.122073353,0,0.4
20100610,26,7,1,3,11290406,한천로76길,11290,406,4121713,21,452,4,0,30,0-2%,1,1.281770209,0,0
20181224,27,0,0,0,11290407,고려대로1길,11290,407,4856583,5,496,4,1,30,7-15%,3,0.305183383,0,0
20100610,28,0,0,0,11290408,화랑로37가길,11290,408,4121780,2,32,4,1,30,2-7%,2,0.122073353,0,0
20100610,29,0,0,0,112901585,보국문로29나길,11290,1585,4121160,4,18,4,2,30,0-2%,1,0.244146706,0,0.8
20100610,43,0,0,0,112901584,화랑로23길,11290,1584,4121767,4,172,4,1,30,2-7%,2,0.244146706,0,0
20100610,44,2,0,2,112904083,오패산로10길,11290,4083,4121433,11,294,4,0,30,2-7%,2,0.671403443,0,0.6
20181224,45,0,0,0,112902020,고려대로2길,11290,2020,4856584,5,418,4,1,30,2-7%,2,0.305183383,0,0
20100610,46,0,0,0,112904484,솔샘로6마길,11290,4484,4121389,5,59,4,1,30,7-15%,3,0.305183383,0,0.8
20100610,47,0,0,0,112904486,보국문로11길,11290,4486,4121140,4,49,4,2,30,7-15%,3,0.244146706,0,0.8
20100610,48,0,0,0,112902023,돌곶이로25길,11290,2023,4121047,4,452,4,1,30,0-2%,1,0.244146706,0,0
20100610,49,1,0,0,112904487,정릉로19길,11290,4487,4121606,3,134,4,0,30,7-15%,3,0.18311003,0,0.8
20100422,50,0,0,0,112904488,정릉로,11290,4488,3107014,5,43,3,1,50,7-15%,3,0.305183383,0,0.8
20100610,51,0,0,0,112902025,돌곶이로25길,11290,2025,4121047,5,452,4,1,30,2-7%,2,0.305183383,0,0
20100422,52,0,0,0,112904489,정릉로,11290,4489,3107014,4,27,3,2,50,7-15%,3,0.244146706,0,0.8
20100610,54,0,0,2,112901589,장월로,11290,1589,3107012,2,58,3,1,50,15-30%,4,0.122073353,0,0
20100610,55,0,0,0,112902343,성북로23길,11290,2343,4121334,1,20,4,1,30,0-2%,1,0.061036677,0,0.6
20100610,56,0,0,0,112902344,성북로23길,11290,2344,4121334,2,27,4,1,30,7-15%,3,0.122073353,0,1
20100610,58,0,1,2,112902345,성북로23길,11290,2345,4121334,2,84,4,1,30,0-2%,1,0.122073353,0,0.8
20100610,60,0,0,1,112902348,성북로27길,11290,2348,4121344,2,40,4,1,30,2-7%,2,0.122073353,0,0.6
20100610,78,0,0,0,112902374,성북로23바길,11290,2374,4121339,5,7,4,1,30,7-15%,3,0.305183383,0,0.8
20100610,81,0,0,0,112902375,성북로23마길,11290,2375,4121338,2,20,4,2,30,2-7%,2,0.122073353,0,0.8
20100610,84,0,0,0,112902376,선잠로,11290,2376,3107007,4,69,3,2,50,7-15%,3,0.244146706,0,0.6
20100422,86,0,0,0,112902377,한천로,11290,2377,3005038,3,11840,3,2,50,0-2%,1,0.18311003,20313,0
20100610,88,0,0,0,112902378,화랑로40길,11290,2378,4121784,4,34,4,2,30,7-15%,3,0.244146706,0,0
20100610,91,0,0,0,112902379,한천로82길,11290,2379,4121720,3,11,4,1,30,7-15%,3,0.18311003,0,0
20100610,94,0,0,1,112902380,한천로82길,11290,2380,4121720,5,147,4,0,30,2-7%,2,0.305183383,0,0
20100422,95,1,0,6,112902381,오패산로,11290,2381,3005044,4,4100,3,1,50,7-15%,3,0.244146706,0,0
20100610,98,0,0,0,112901247,삼선교로14길,11290,1247,4121251,3,17,4,1,30,30-60%,5,0.18311003,0,0.2
20100610,116,0,0,0,112902349,성북로27길,11290,2349,4121344,1,17,4,1,30,0-2%,1,0.061036677,0,0.6
20100610,119,0,0,0,112902350,성북로27길,11290,2350,4121344,2,4,4,1,30,0-2%,1,0.122073353,0,0.6
20100610,120,0,0,0,112902351,성북로27길,11290,2351,4121344,5,10,4,1,30,7-15%,3,0.305183383,0,0.6
20100610,123,0,0,0,112902352,성북로23나길,11290,2352,4121335,5,20,4,1,30,7-15%,3,0.305183383,0,0.8
20100610,125,0,0,0,112902353,성북로23나길,11290,2353,4121335,1,10,4,1,30,0-2%,1,0.061036677,0,0.8
20100610,129,0,0,1,112902355,성북로23나길,11290,2355,4121335,1,9,4,2,30,2-7%,2,0.061036677,0,0.8
20100610,130,0,0,0,112902372,성북로23마길,11290,2372,4121338,2,8,4,2,30,7-15%,3,0.122073353,0,0.8
20100610,134,0,0,0,112902373,성북로23마길,11290,2373,4121338,2,9,4,2,30,2-7%,2,0.122073353,0,0.8
20100610,155,0,0,0,11290435,회기로3가길,11290,435,4121798,3,126,4,0,30,7-15%,3,0.18311003,0,0
20100610,156,2,0,0,112901586,보국문로6길,11290,1586,4121180,5,186,4,0,30,7-15%,3,0.305183383,0,1
20100610,158,0,0,0,112901587,정릉로10나길,11290,1587,4121599,2,13,4,1,30,15-30%,4,0.122073353,0,0.8
20100610,160,0,0,0,11290437,장위로11길,11290,437,4121551,3,30,4,1,30,0-2%,1,0.18311003,0,0
20100610,161,8,0,2,112901588,장월로38길,11290,1588,4121535,16,186,4,0,30,15-30%,4,0.976586826,0,0
20100610,740,0,0,0,112902963,장월로2길,11290,2963,4121526,4,22,4,2,30,0-2%,1,0.244146706,0,0
20100610,744,0,0,0,112902964,장월로4길,11290,2964,4121541,2,22,4,1,30,0-2%,1,0.122073353,0,0
20100610,751,0,0,0,112902965,장월로4길,11290,2965,4121541,5,23,4,1,30,0-2%,1,0.305183383,0,0
20100610,759,0,0,0,112901563,장위로45가길,11290,1563,4121587,3,171,4,0,30,15-30%,4,0.18311003,0,0.4
20100610,760,0,0,0,11290413,보국문로36길,11290,413,4121175,4,12,4,2,30,15-30%,4,0.244146706,0,0.6
20100610,761,0,0,0,112901564,정릉로21길,11290,1564,4121608,3,29,4,2,30,2-7%,2,0.18311003,0,0.8
20100610,762,0,0,0,11290414,정릉로8가길,11290,414,4121641,5,35,4,1,30,0-2%,1,0.305183383,0,0.8
20100610,781,0,1,0,112902362,성북로31길,11290,2362,4121350,2,59,4,1,30,15-30%,4,0.122073353,0,0.8
20100610,784,0,0,0,112902834,삼선교로8길,11290,2834,4121272,5,61,4,1,30,0-2%,1,0.305183383,0,0.4
20100610,789,0,0,0,112902363,성북로23라길,11290,2363,4121337,5,18,4,1,30,15-30%,4,0.305183383,0,1
20100610,836,0,1,1,112902356,성북로23길,11290,2356,4121334,2,108,4,1,30,2-7%,2,0.122073353,0,0.8
20100610,837,0,0,4,112902844,정릉로24가길,11290,2844,4121610,10,222,4,0,30,0-2%,1,0.610366766,0,0.8
20100610,839,0,0,0,112902845,정릉로8다길,11290,2845,4121644,2,60,4,1,30,0-2%,1,0.122073353,0,0.8
20100610,841,0,0,0,112902847,정릉로8가길,11290,2847,4121641,5,18,4,1,30,0-2%,1,0.305183383,0,0.8
20100610,843,0,0,0,112902848,정릉로8가길,11290,2848,4121641,5,7,4,1,30,7-15%,3,0.305183383,0,0.8
20100610,844,0,1,0,112905343,길음로,11290,5343,3107001,6.553,103.46,3,1,50,15-30%,4,0.399973342,0,0.8
20100610,848,1,0,1,112904096,장위로10길,11290,4096,4121549,4,257,4,0,30,0-2%,1,0.244146706,0,0.2
20100610,849,0,1,0,112904097,장위로,11290,4097,3107013,3,76,3,1,50,0-2%,1,0.18311003,0,0
20100610,850,0,0,0,112905388,장위로40길,11290,5388,4121578,1.36,16.371,4,1,30,15-30%,4,0.08300988,0,0.6
20100610,851,0,0,0,112904099,장위로10길,11290,4099,4121549,4,80,4,1,30,0-2%,1,0.244146706,0,0
20100610,852,0,1,1,112904100,장월로9나길,11290,4100,4121548,3,181,4,0,30,0-2%,1,0.18311003,0,0
20100610,854,0,0,0,112904101,장위로19길,11290,4101,4121556,4,54,4,1,30,7-15%,3,0.244146706,0,0
20100610,868,0,0,0,112902357,성북로23다길,11290,2357,4121336,4,2,4,2,30,15-30%,4,0.244146706,0,0.6
20100610,869,0,0,0,112902843,솔샘로25가길,11290,2843,4121378,4,15,4,2,30,7-15%,3,0.244146706,0,0.6
20100610,871,0,0,0,112902053,화랑로18다길,11290,2053,4121752,5,38,4,1,30,0-2%,1,0.305183383,0,0
20100610,872,0,0,0,11290442,종암로36길,11290,442,4121677,5,39,4,1,30,15-30%,4,0.305183383,0,0.2
20100610,873,0,0,0,112902395,삼선교로10마길,11290,2395,4121247,5,144,4,1,30,0-2%,1,0.305183383,0,0
20100610,874,0,0,0,112902817,돌곶이로27나길,11290,2817,4121051,2,14,4,1,30,0-2%,1,0.122073353,0,0.6
20100610,875,0,0,0,112902818,돌곶이로27나길,11290,2818,4121051,2,25,4,1,30,0-2%,1,0.122073353,0,0.4
20100610,876,0,0,0,112902820,돌곶이로27나길,11290,2820,4121051,2,27,4,1,30,2-7%,2,0.122073353,0,0.6
20100610,877,0,0,0,112902821,돌곶이로31길,11290,2821,4121056,2,65,4,1,30,15-30%,4,0.122073353,0,0.8
20100610,878,0,0,0,112902823,돌곶이로31길,11290,2823,4121056,3,30,4,1,30,15-30%,4,0.18311003,0,1
20100610,879,0,0,0,112902824,돌곶이로31길,11290,2824,4121056,3,23,4,1,30,0-2%,1,0.18311003,0,0.8
20100610,880,0,0,0,112902827,장위로40가길,11290,2827,4121577,5,19,4,1,30,7-15%,3,0.305183383,0,0.6
20100610,881,0,0,0,112902828,장위로40다길,11290,2828,4121580,5,15,4,1,30,0-2%,1,0.305183383,0,0.4
20100610,882,2,0,5,11290438,화랑로5길,11290,438,4121790,9,500,4,0,30,15-30%,4,0.549330089,0,0.8
20100610,883,0,0,0,112902392,삼선교로10라길,11290,2392,4121246,5,52,4,1,30,2-7%,2,0.305183383,0,0.4
20100610,884,0,0,0,11290440,정릉로23길,11290,440,4121609,2,29,4,1,30,30-60%,5,0.122073353,0,0.8
20100610,885,0,0,0,11290441,월계로10길,11290,441,4121449,2,58,4,1,30,30-60%,5,0.122073353,0,0
20100422,910,2,0,1,112904562,동소문로,11290,4562,3107003,5,62,3,1,50,15-30%,4,0.305183383,0,0.6
20100610,917,0,0,0,112902358,성북로31길,11290,2358,4121350,4,15,4,2,30,15-30%,4,0.244146706,0,0.8
20090710,920,0,0,0,112902830,도봉로,11290,2830,3005039,4,9840,3,2,50,15-30%,4,0.244146706,0,0.2
20100610,924,4,2,0,112902832,아리랑로2길,11290,2832,4121411,2,147,4,0,30,30-60%,5,0.122073353,0,0.2
20100610,927,0,1,0,112902360,성북로31길,11290,2360,4121350,2,27,4,1,30,0-2%,1,0.122073353,0,0.8
20100610,928,0,0,0,112904554,정릉로38마길,11290,4554,4121631,6,183,4,0,30,15-30%,4,0.36622006,0,0.8
20100610,932,0,0,0,112904555,정릉로42길,11290,4555,4121634,8,254,4,0,30,15-30%,4,0.488293413,0,0.8
20100610,936,0,1,0,112904556,정릉로42길,11290,4556,4121634,3,40,4,1,30,2-7%,2,0.18311003,0,0.8
20100422,940,2,0,0,112904558,북악산로,11290,4558,3100019,5,9700,3,1,50,15-30%,4,0.305183383,0,0.6
20100610,944,0,0,0,112904559,북악산로15길,11290,4559,4121229,2,87,4,1,30,15-30%,4,0.122073353,0,0.6
20100610,947,0,0,0,112904560,동소문로35가길,11290,4560,4121115,5,30,4,1,30,15-30%,4,0.305183383,0,0.6
20100422,951,1,1,0,112904561,동소문로,11290,4561,3107003,2,55,3,2,50,15-30%,4,0.122073353,0,0.6
20100610,970,0,0,0,112904103,장월로23길,11290,4103,4121521,3,78,4,1,30,2-7%,2,0.18311003,0,0
20100610,981,0,0,0,112904104,장월로23길,11290,4104,4121521,2,22,4,2,30,2-7%,2,0.122073353,0,0
20100610,997,0,0,0,112902027,돌곶이로25길,11290,2027,4121047,2,452,4,1,30,7-15%,3,0.122073353,0,0.2
20100610,1026,0,0,0,112904105,장월로23길,11290,4105,4121521,2,19,4,2,30,2-7%,2,0.122073353,0,0
20100610,1032,0,0,0,112904106,장월로23길,11290,4106,4121521,2,11,4,2,30,2-7%,2,0.122073353,0,0
20100610,1052,0,0,0,11290634,종암로19라길,11290,634,4121663,2,35,4,1,30,0-2%,1,0.122073353,0,0.2
20100610,1084,0,0,0,11290124,보국문로6길,11290,124,4121180,5,174,4,1,30,2-7%,2,0.305183383,0,1
20100610,1223,0,0,0,112902367,성북로23마길,11290,2367,4121338,5,7,4,1,30,30-60%,5,0.305183383,0,0.8
20100610,1227,0,0,0,11290776,장위로40나길,11290,776,4121579,2,53,4,1,30,15-30%,4,0.122073353,0,0.2
20100422,1228,0,0,0,112904752,오패산로,11290,4752,3005044,4,4100,3,2,50,0-2%,1,0.244146706,0,0
20100610,1229,0,0,0,11290188,돌곶이로34길,11290,188,4121058,3,154,4,1,30,0-2%,1,0.18311003,0,0
20100520,1230,1,0,1,11290161,화랑로,11290,161,3005046,5,8600,3,1,50,0-2%,1,0.305183383,20313,0
20100610,1231,0,0,0,112902451,정릉로6가길,11290,2451,4121639,5,49,4,1,30,0-2%,1,0.305183383,0,0.8
20100610,1232,0,0,0,112902480,아리랑로4가길,11290,2480,4121413,5,37,4,1,30,0-2%,1,0.305183383,0,0.4
20100610,1249,0,0,0,112902838,보국문로30나길,11290,2838,4121168,4,33,4,1,30,15-30%,4,0.244146706,0,0.8
20100520,1250,2,0,0,112903859,안암로,11290,3859,3005035,8,1780,3,1,50,2-7%,2,0.488293413,0,0
20100610,1251,0,0,0,112904152,화랑로32길,11290,4152,4121773,5,30,4,1,30,0-2%,1,0.305183383,0,0
20100610,1252,0,0,0,112904616,삼선교로4라길,11290,4616,4121269,10,184,4,0,30,15-30%,4,0.610366766,0,0
20100610,1253,0,0,0,112904874,오패산로8길,11290,4874,4121447,3,34,4,1,30,0-2%,1,0.18311003,0,0.6
20100422,1254,0,0,0,112904596,창경궁로,11290,4596,3005008,5,3170,3,1,50,2-7%,2,0.305183383,0,0.4
20100610,1256,0,0,0,11290118,성북로28길,11290,118,4121346,5,23,4,1,30,0-2%,1,0.305183383,0,0.4
20100610,1262,0,0,0,112902701,삼선교로10바길,11290,2701,4121248,4,5,4,2,30,0-2%,1,0.244146706,0,0
20181224,1264,0,0,0,112903284,고려대로27길,11290,3284,4856606,4,325,4,1,30,7-15%,3,0.244146706,0,0.4
20100610,1266,0,0,0,112901017,장위로15길,11290,1017,4121553,3,30,4,2,30,0-2%,1,0.18311003,0,0
20100422,1268,10,2,0,112905049,창경궁로,11290,5049,3005008,33,3170,3,0,50,2-7%,2,2.014210328,0,0.4
20100422,1270,1,0,0,11290741,정릉로,11290,741,3107014,5,69,3,1,50,0-2%,1,0.305183383,0,1
20100610,1272,0,0,0,11290583,돌곶이로15길,11290,583,4121033,5,15,4,1,30,0-2%,1,0.305183383,0,0
20100610,1282,1,0,0,112904111,월계로40길,11290,4111,4121456,4,91,4,1,30,2-7%,2,0.244146706,0,0
20100610,1283,0,0,0,112904540,아리랑로5다길,11290,4540,4121418,2,10,4,2,30,15-30%,4,0.122073353,0,0.6
20100610,1315,0,0,0,112904541,아리랑로5다길,11290,4541,4121418,2,16,4,1,30,15-30%,4,0.122073353,0,0.6
20100610,1316,0,0,0,112904563,정릉로32가길,11290,4563,4121622,3,215,4,0,30,15-30%,4,0.18311003,0,0.8
20100610,1317,0,0,0,112904564,아리랑로18길,11290,4564,4121406,5,18,4,1,30,15-30%,4,0.305183383,0,0.8
20100610,1318,3,0,0,112904565,아리랑로6길,11290,4565,4121420,5,184,4,0,30,0-2%,1,0.305183383,0,0.6
20100610,1320,1,0,0,112904567,아리랑로,11290,4567,3107009,7,50,3,1,50,7-15%,3,0.427256736,0,0.8
20100610,1321,0,0,1,112904990,장월로32길,11290,4990,4121529,3,128,4,0,30,15-30%,4,0.18311003,0,0
20100422,1342,0,0,0,112901374,정릉로,11290,1374,3107014,5,68,3,1,50,0-2%,1,0.305183383,0,1
20100610,1428,0,0,0,112902833,동소문로23길,11290,2833,4121097,4,127,4,1,30,15-30%,4,0.244146706,0,0.4
20100610,1444,0,0,0,112904491,솔샘로4길,11290,4491,4121381,2,39,4,2,30,7-15%,3,0.122073353,0,0.8
20100610,1448,0,0,0,112902836,동소문로24가길,11290,2836,4121098,4,8,4,2,30,2-7%,2,0.244146706,0,0.2
20100610,1476,0,0,0,112902026,돌곶이로25길,11290,2026,4121047,3,452,4,1,30,2-7%,2,0.18311003,0,0
20100610,1478,0,0,0,112904490,솔샘로4길,11290,4490,4121381,2,100,4,1,30,7-15%,3,0.122073353,0,0.8
20100610,1498,0,0,0,112904906,장위로26길,11290,4906,4121565,6,63,4,1,30,15-30%,4,0.36622006,0,0
20100610,1506,0,0,0,11290729,종암로19길,11290,729,4121660,4,22,4,2,30,0-2%,1,0.244146706,0,0
20100610,1508,2,1,3,112903785,아리랑로,11290,3785,3107009,7,86,3,1,50,2-7%,2,0.427256736,0,0.2
20100422,1515,0,0,0,112902382,정릉로,11290,2382,3107014,3,246,3,2,50,7-15%,3,0.18311003,0,0.2
20100610,1517,0,0,0,112902383,솔샘로7길,11290,2383,4121390,3,250,4,0,30,2-7%,2,0.18311003,0,0.6
20100610,1528,0,1,0,112902366,성북로23마길,11290,2366,4121338,2,137,4,0,30,7-15%,3,0.122073353,0,1
20100610,1530,0,0,0,112903904,성북로8다길,11290,3904,4121359,7,27,4,1,30,0-2%,1,0.427256736,0,1
20100610,1532,0,0,0,112905075,아리랑로5길,11290,5075,4121416,3,29,4,1,30,15-30%,4,0.18311003,0,0.8
20100422,1536,0,0,1,11290349,보국문로,11290,349,3107004,2,41,3,1,50,2-7%,2,0.122073353,0,0.6
20100422,1538,0,0,0,11290768,북악산로,11290,768,3100019,2,9700,3,2,50,2-7%,2,0.122073353,0,0.8
20100610,1542,0,0,0,112902967,장월로4길,11290,2967,4121541,3,34,4,1,30,0-2%,1,0.18311003,0,0
20100610,1543,1,1,1,112902385,솔샘로15다길,11290,2385,4121369,5,341,4,0,30,7-15%,3,0.305183383,0,0.6
20100610,1559,0,0,0,112902837,솔샘로18길,11290,2837,4121374,2,20,4,1,30,2-7%,2,0.122073353,0,0.8
20100610,1591,1,0,2,1129016,장위로19길,11290,16,4121556,3,223,4,0,30,2-7%,2,0.18311003,0,0
20100422,1595,0,0,0,112903880,정릉로,11290,3880,3107014,5,34,3,1,50,2-7%,2,0.305183383,0,1
20100610,1616,0,0,0,112901578,종암로36길,11290,1578,4121677,3,19,4,1,30,15-30%,4,0.18311003,0,0.2
20100610,1627,0,0,0,112902822,돌곶이로31길,11290,2822,4121056,2,55,4,1,30,15-30%,4,0.122073353,0,0.6
20100610,1632,0,0,0,112903335,삼선교로10길,11290,3335,4121243,6,31,4,1,30,0-2%,1,0.36622006,0,0.8
20100610,1639,0,0,1,112902072,대사관로11나길,11290,2072,4121015,8,319,4,0,30,2-7%,2,0.488293413,0,0.4
20100610,1647,0,0,0,112904877,장월로1마길,11290,4877,4121518,4,157,4,1,30,2-7%,2,0.244146706,0,0
20100610,1661,0,0,0,112902218,장월로1마길,11290,2218,4121518,2,28,4,2,30,7-15%,3,0.122073353,0,0
20100610,1712,0,0,0,11290761,장월로,11290,761,3107012,3,97,3,1,50,0-2%,1,0.18311003,0,0
20100610,1715,0,0,0,112901809,동소문로35가길,11290,1809,4121115,5,8,4,1,30,2-7%,2,0.305183383,0,0.8
20100610,1719,0,0,0,112903241,장월로8길,11290,3241,4121545,9,104,4,1,30,2-7%,2,0.549330089,0,0
20100610,1779,0,0,0,112902805,장위로40마길,11290,2805,4121582,4,115,4,0,30,30-60%,5,0.244146706,0,0
20100610,1784,0,0,0,11290847,보국문로29길,11290,847,4121159,4,31,4,2,30,0-2%,1,0.244146706,0,0.8
20100610,1831,0,0,0,11290511,한천로69길,11290,511,4121706,5,43,4,1,30,0-2%,1,0.305183383,0,0
20100610,1946,0,0,0,112901115,동소문로8길,11290,1115,4121137,4,36,4,2,30,2-7%,2,0.244146706,0,0.8
20100610,1950,0,0,0,11290285,돌곶이로25길,11290,285,4121047,2,452,4,1,30,0-2%,1,0.122073353,0,0
20181224,1952,0,0,0,112905059,고려대로2길,11290,5059,4856584,5,418,4,1,30,2-7%,2,0.305183383,0,0
20100610,1999,0,1,0,112902075,대사관로3길,11290,2075,4121018,5,120,4,1,30,2-7%,2,0.305183383,0,0.4
20100610,2001,0,0,2,112902079,동소문로11길,11290,2079,4121085,5,240,4,0,30,0-2%,1,0.305183383,0,0.6
20100422,2003,1,0,0,112903941,보국문로,11290,3941,3107004,2,47,3,1,50,2-7%,2,0.122073353,0,0.8
20100520,2005,1,0,2,11290542,돌곶이로,11290,542,3107002,4,68,3,1,50,2-7%,2,0.244146706,0,0
20100610,2008,0,0,0,112905129,장위로21길,11290,5129,4121559,2,37,4,1,30,2-7%,2,0.122073353,0,0
20100610,2011,0,1,0,112901163,장월로16길,11290,1163,4121510,3,236,4,0,30,15-30%,4,0.18311003,0,0
20100610,2012,0,0,0,112901164,삼선교로16길,11290,1164,4121253,4,5,4,2,30,7-15%,3,0.244146706,0,0
20181224,2013,4,0,0,112901165,고려대로5길,11290,1165,4856586,11,640,4,0,30,2-7%,2,0.671403443,0,0.4
20100610,2014,0,0,0,112901166,동소문로13나길,11290,1166,4121088,3,65,4,1,30,7-15%,3,0.18311003,0,0.2
20090710,2015,3,0,1,112901167,종암로,11290,1167,3005036,8,2170,3,1,50,2-7%,2,0.488293413,0,0.4
20100610,2016,0,0,0,112901168,정릉로8가길,11290,1168,4121641,5,10,4,1,30,7-15%,3,0.305183383,0,0.8
20100610,2017,0,0,0,112902014,화랑로15가길,11290,2014,4121746,5,10,4,1,30,2-7%,2,0.305183383,0,0
20100610,2018,0,0,0,112901539,솔샘로15가길,11290,1539,4121366,4,9,4,2,30,15-30%,4,0.244146706,0,0.8
20100610,2019,0,0,0,112902601,보국문로8가길,11290,2601,4121181,2,65,4,1,30,0-2%,1,0.122073353,0,1
20100610,2022,0,0,0,112902606,성북로29길,11290,2606,4121347,2,48,4,1,30,2-7%,2,0.122073353,0,0.8
20100610,2023,0,0,0,112901037,솔샘로15가길,11290,1037,4121366,5,9,4,1,30,2-7%,2,0.305183383,0,0.6
20100610,2024,2,1,0,112901046,월곡로,11290,1046,3107010,5,14,3,1,50,2-7%,2,0.305183383,0,0.4
20100610,2025,3,2,2,112904432,정릉로9라길,11290,4432,4121649,10,220,4,0,30,15-30%,4,0.610366766,0,0.4
20100610,2026,0,0,0,112902086,성북로15길,11290,2086,4121327,5,22,4,1,30,2-7%,2,0.305183383,0,0.4
20181224,2032,2,0,2,112902668,고려대로7가길,11290,2668,4856589,2,388,4,1,30,2-7%,2,0.122073353,0,0.6
20100610,2034,0,0,0,112902618,종암로19나길,11290,2618,4121661,2,53,4,1,30,15-30%,4,0.122073353,0,0.2
20100610,2036,0,1,0,112902243,정릉로10다길,11290,2243,4121600,2,48,4,1,30,2-7%,2,0.122073353,0,0.8
20100610,2039,0,0,0,112903343,오패산로3길,11290,3343,4121443,2,64,4,1,30,0-2%,1,0.122073353,0,0.2
20100610,2052,0,0,0,112902511,삼선교로12길,11290,2511,4121250,4,7,4,2,30,2-7%,2,0.244146706,0,0.8
20100422,2063,0,0,0,112904436,정릉로,11290,4436,3107014,5,116,3,1,50,15-30%,4,0.305183383,0,0.6
20100610,2064,0,0,0,112903193,지봉로23길,11290,3193,4121693,6,102,4,1,30,2-7%,2,0.36622006,0,0.2
20100610,2065,2,1,3,112901257,아리랑로,11290,1257,3107009,5,60,3,1,50,2-7%,2,0.305183383,0,0.2
20100610,2066,0,0,0,112901687,북악산로15길,11290,1687,4121229,5,45,4,1,30,0-2%,1,0.305183383,0,0.6
20100610,2067,0,0,1,112901710,삼선교로,11290,1710,3107005,2,16,3,1,50,7-15%,3,0.122073353,0,0.6
20100610,2068,0,0,0,112901721,선잠로7길,11290,1721,4121314,5,46,4,1,30,2-7%,2,0.305183383,0,0.8
20100422,2080,1,0,0,11290590,동소문로,11290,590,3107003,5,163,3,1,50,0-2%,1,0.305183383,0,0.2
20100422,2146,2,0,0,11290302,동소문로,11290,302,3107003,10,126,3,1,50,0-2%,1,0.610366766,0,0.4
20100610,2148,0,1,3,112902167,장위로17길,11290,2167,4121555,3,174,4,0,30,7-15%,3,0.18311003,0,0
20100610,2150,0,0,0,1129048,솔샘로18길,11290,48,4121374,4,13,4,2,30,2-7%,2,0.244146706,0,0.6
20100610,2152,0,0,0,112901085,성북로10가길,11290,1085,4121316,2,31,4,1,30,0-2%,1,0.122073353,0,0.8
20100422,2154,2,0,0,112901114,보국문로,11290,1114,3107004,4,70,3,1,50,0-2%,1,0.244146706,0,1
20181224,2163,7,0,0,112901794,고려대로8길,11290,1794,4856728,12,422,4,0,30,2-7%,2,0.732440119,0,0
20100610,2164,0,0,0,112903893,북악산로1길,11290,3893,4121232,4,18,4,1,30,2-7%,2,0.244146706,0,0.6
20100610,2165,0,0,0,112903896,정릉로6가길,11290,3896,4121639,2,19,4,1,30,7-15%,3,0.122073353,0,0.6
20100610,2167,0,0,0,112901074,장위로32길,11290,1074,4121571,3,49,4,1,30,15-30%,4,0.18311003,0,0
20100610,2176,0,0,0,112904012,종암로21가길,11290,4012,4121664,4,158,4,1,30,7-15%,3,0.244146706,0,0
20100610,2179,1,0,0,112903756,성북로,11290,3756,3107008,5,20,3,1,50,0-2%,1,0.305183383,0,0.6
20100610,2181,0,0,1,1129047,한천로81길,11290,47,4121719,5,198,4,0,30,15-30%,4,0.305183383,0,0
20100610,2183,1,0,0,112903781,아리랑로,11290,3781,3107009,4,25,3,1,50,2-7%,2,0.244146706,0,0.4
20100610,2214,0,0,0,11290598,장월로1마길,11290,598,4121518,5,30,4,1,30,2-7%,2,0.305183383,0,0
20100610,2250,0,0,0,112905112,성북로23길,11290,5112,4121334,2,16,4,2,30,15-30%,4,0.122073353,0,0.4
