index,pk,RN,ROAD_LT,위험도,dan_lvl,code,name,name_eng,area
39694,117409,명일로,4075,0.798,0.798181446,1125074,길동,Gil-dong,1596004.206
40006,117406,동남로,9999,0.72,0.719935271,1125074,길동,Gil-dong,1596004.206
40179,117407,양재대로,19360,0.776,0.775884529,1125074,길동,Gil-dong,1596004.206
40417,1174013,천중로,2954,0.722,0.722144346,1125074,길동,Gil-dong,1596004.206
46215,11740147,진황도로49길,342,0.684,0.684237895,1125074,길동,Gil-dong,1596004.206
47354,11740143,명일로16길,164,0.675,0.674783696,1125074,길동,Gil-dong,1596004.206
50818,11740159,천중로52길,316,0.604,0.60425741,1125074,길동,Gil-dong,1596004.206
50820,11740160,천중로50길,293,0.768,0.768211529,1125074,길동,Gil-dong,1596004.206
50823,11740162,천호대로187길,453,0.667,0.667204778,1125074,길동,Gil-dong,1596004.206
51217,11740152,천호대로189길,220,0.704,0.703928819,1125074,길동,Gil-dong,1596004.206
51418,11740151,양재대로116길,521,0.615,0.614978472,1125074,길동,Gil-dong,1596004.206
53198,11740245,명일로26길,191,0.683,0.68290606,1125074,길동,Gil-dong,1596004.206
53237,11740244,명일로24길,258,0.7,0.700049659,1125074,길동,Gil-dong,1596004.206
53352,117404,천호대로,15510,0.778,0.778286033,1125074,길동,Gil-dong,1596004.206
53357,11740879,명일로,65,0.726,0.726425982,1125074,길동,Gil-dong,1596004.206
54005,117401095,양재대로124길,101,0.7,0.70025084,1125074,길동,Gil-dong,1596004.206
18107,1171017,올림픽로,9400,0.881,0.880788653,1125073,천호2동,Cheonho 2-dong,1829949.565
40417,1174013,천중로,2954,0.722,0.722144346,1125073,천호2동,Cheonho 2-dong,1829949.565
40446,117402,구천면로,7050,0.685,0.684522254,1125073,천호2동,Cheonho 2-dong,1829949.565
40653,117401224,올림픽로93길,163,0.702,0.701612655,1125073,천호2동,Cheonho 2-dong,1829949.565
40717,117403,상암로,4332,0.752,0.751823615,1125073,천호2동,Cheonho 2-dong,1829949.565
41799,11740216,올림픽로80길,313,0.677,0.676933417,1125073,천호2동,Cheonho 2-dong,1829949.565
42231,11740204,올림픽로81길,201,0.863,0.862889434,1125073,천호2동,Cheonho 2-dong,1829949.565
42757,11740532,천중로2길,317,0.675,0.674783696,1125073,천호2동,Cheonho 2-dong,1829949.565
47899,11740190,천호대로151길,301,0.683,0.68290606,1125073,천호2동,Cheonho 2-dong,1829949.565
50113,11740299,천중로9길,275,0.681,0.681246038,1125073,천호2동,Cheonho 2-dong,1829949.565
50115,11740300,천중로15길,284,0.801,0.800766467,1125073,천호2동,Cheonho 2-dong,1829949.565
50486,117401030,구천면로,7050,0.754,0.75419437,1125073,천호2동,Cheonho 2-dong,1829949.565
51761,11740225,천중로18길,377,0.677,0.676933417,1125073,천호2동,Cheonho 2-dong,1829949.565
53352,117404,천호대로,15510,0.778,0.778286033,1125073,천호2동,Cheonho 2-dong,1829949.565
54467,11740540,올림픽로,9400,0.881,0.880788653,1125073,천호2동,Cheonho 2-dong,1829949.565
55043,11740294,상암로4길,524,0.73,0.729999933,1125073,천호2동,Cheonho 2-dong,1829949.565
55423,117401071,올림픽로78길,113,0.68,0.680264913,1125073,천호2동,Cheonho 2-dong,1829949.565
40179,117407,양재대로,19360,0.776,0.775884529,1125072,암사1동,Amsa 1-dong,735111.503
40446,117402,구천면로,7050,0.685,0.684522254,1125072,암사1동,Amsa 1-dong,735111.503
40717,117403,상암로,4332,0.752,0.751823615,1125072,암사1동,Amsa 1-dong,735111.503
41887,117401433,암사길,181,0.7,0.699955836,1125072,암사1동,Amsa 1-dong,735111.503
42571,11740389,양재대로151길,139,0.684,0.684237895,1125072,암사1동,Amsa 1-dong,735111.503
50129,11740321,구천면로47길,432,0.661,0.661024627,1125072,암사1동,Amsa 1-dong,735111.503
50131,11740322,올림픽로98가길,388,0.704,0.704223822,1125072,암사1동,Amsa 1-dong,735111.503
53587,117401,고덕로,5055,0.822,0.821671109,1125072,암사1동,Amsa 1-dong,735111.503
53593,11740305,고덕로10길,412,0.838,0.838102779,1125072,암사1동,Amsa 1-dong,735111.503
53754,11740328,구천면로53길,227,0.706,0.705585637,1125072,암사1동,Amsa 1-dong,735111.503
54467,11740540,올림픽로,9400,0.881,0.880788653,1125072,암사1동,Amsa 1-dong,735111.503
39694,117409,명일로,4075,0.798,0.798181446,1125071,둔촌2동,Dunchon 2-dong,1587965.938
40006,117406,동남로,9999,0.72,0.719935271,1125071,둔촌2동,Dunchon 2-dong,1587965.938
40179,117407,양재대로,19360,0.776,0.775884529,1125071,둔촌2동,Dunchon 2-dong,1587965.938
47999,117401195,동남로49길,68,0.7,0.699955836,1125071,둔촌2동,Dunchon 2-dong,1587965.938
49424,11740255,천호대로182길,347,0.704,0.704223822,1125071,둔촌2동,Dunchon 2-dong,1587965.938
49575,117401180,풍성로,3200,0.692,0.692278609,1125071,둔촌2동,Dunchon 2-dong,1587965.938
49747,117401183,진황도로61길,257,0.687,0.686609945,1125071,둔촌2동,Dunchon 2-dong,1587965.938
49865,11740283,천호대로200길,470,0.704,0.703928819,1125071,둔촌2동,Dunchon 2-dong,1587965.938
50823,11740162,천호대로187길,453,0.667,0.667204778,1125071,둔촌2동,Dunchon 2-dong,1587965.938
53233,11740260,양재대로96길,504,0.677,0.676933417,1125071,둔촌2동,Dunchon 2-dong,1587965.938
53352,117404,천호대로,15510,0.778,0.778286033,1125071,둔촌2동,Dunchon 2-dong,1587965.938
53643,1174011,풍성로,3200,0.614,0.614380175,1125071,둔촌2동,Dunchon 2-dong,1587965.938
53854,11740273,명일로13길,282,0.675,0.674783696,1125071,둔촌2동,Dunchon 2-dong,1587965.938
39694,117409,명일로,4075,0.798,0.798181446,1125070,둔촌1동,Dunchon 1-dong,895276.221
40006,117406,동남로,9999,0.72,0.719935271,1125070,둔촌1동,Dunchon 1-dong,895276.221
40179,117407,양재대로,19360,0.776,0.775884529,1125070,둔촌1동,Dunchon 1-dong,895276.221
53643,1174011,풍성로,3200,0.614,0.614380175,1125070,둔촌1동,Dunchon 1-dong,895276.221
40179,117407,양재대로,19360,0.776,0.775884529,1125067,성내3동,Seongnae 3-dong,643523.81
51273,11740100,풍성로54길,297,0.775,0.775422704,1125067,성내3동,Seongnae 3-dong,643523.81
53234,1174086,천호대로176길,366,0.62,0.619979628,1125067,성내3동,Seongnae 3-dong,643523.81
53352,117404,천호대로,15510,0.778,0.778286033,1125067,성내3동,Seongnae 3-dong,643523.81
53643,1174011,풍성로,3200,0.614,0.614380175,1125067,성내3동,Seongnae 3-dong,643523.81
15906,117104,바람드리길,640,0.683,0.68290606,1125066,성내2동,Seongnae 2-dong,623752.335
18107,1171017,올림픽로,9400,0.881,0.880788653,1125066,성내2동,Seongnae 2-dong,623752.335
39995,11740697,풍성로,3200,0.614,0.613604808,1125066,성내2동,Seongnae 2-dong,623752.335
42257,1174073,천호대로170길,616,0.709,0.709359439,1125066,성내2동,Seongnae 2-dong,623752.335
49357,11740115,풍성로42길,235,0.684,0.684237895,1125066,성내2동,Seongnae 2-dong,623752.335
49582,1174049,천호옛12길,319,0.703,0.702596984,1125066,성내2동,Seongnae 2-dong,623752.335
49584,1174050,풍성로37길,340,0.653,0.653433185,1125066,성내2동,Seongnae 2-dong,623752.335
49592,11740124,성내로15길,385,0.621,0.621457034,1125066,성내2동,Seongnae 2-dong,623752.335
50043,1174067,풍성로37가길,393,0.704,0.703928819,1125066,성내2동,Seongnae 2-dong,623752.335
50960,11740686,성안로13길,107,0.68,0.680264913,1125066,성내2동,Seongnae 2-dong,623752.335
51223,11740682,풍성로45길,119,0.7,0.70025084,1125066,성내2동,Seongnae 2-dong,623752.335
51443,1174045,천호대로162길,441,0.647,0.646550579,1125066,성내2동,Seongnae 2-dong,623752.335
51681,11740681,풍성로,3200,0.681,0.680931879,1125066,성내2동,Seongnae 2-dong,623752.335
53236,1174075,성안로13길,393,0.684,0.684237895,1125066,성내2동,Seongnae 2-dong,623752.335
53249,1174051,올림픽로54길,150,0.694,0.694484434,1125066,성내2동,Seongnae 2-dong,623752.335
53293,11740119,성내로3길,300,0.611,0.610761501,1125066,성내2동,Seongnae 2-dong,623752.335
53352,117404,천호대로,15510,0.778,0.778286033,1125066,성내2동,Seongnae 2-dong,623752.335
53358,11740683,천호대로170길,121,0.702,0.701612655,1125066,성내2동,Seongnae 2-dong,623752.335
53374,11740690,성안로13길,79,0.7,0.699955836,1125066,성내2동,Seongnae 2-dong,623752.335
53643,1174011,풍성로,3200,0.614,0.614380175,1125066,성내2동,Seongnae 2-dong,623752.335
53785,1174072,풍성로45길,354,0.676,0.676237646,1125066,성내2동,Seongnae 2-dong,623752.335
54467,11740540,올림픽로,9400,0.881,0.880788653,1125066,성내2동,Seongnae 2-dong,623752.335
54955,11740619,풍성로,3200,0.626,0.626391124,1125066,성내2동,Seongnae 2-dong,623752.335
55670,1174046,풍성로39길,201,0.648,0.64750404,1125066,성내2동,Seongnae 2-dong,623752.335
18107,1171017,올림픽로,9400,0.881,0.880788653,1125065,성내1동,Seongnae 1-dong,657522.779
39995,11740697,풍성로,3200,0.614,0.613604808,1125065,성내1동,Seongnae 1-dong,657522.779
42257,1174073,천호대로170길,616,0.709,0.709359439,1125065,성내1동,Seongnae 1-dong,657522.779
46266,11740852,성내로,148,0.636,0.636198958,1125065,성내1동,Seongnae 1-dong,657522.779
49357,11740115,풍성로42길,235,0.684,0.684237895,1125065,성내1동,Seongnae 1-dong,657522.779
49592,11740124,성내로15길,385,0.621,0.621457034,1125065,성내1동,Seongnae 1-dong,657522.779
50132,11740128,성안로3길,715,0.863,0.862889434,1125065,성내1동,Seongnae 1-dong,657522.779
51420,11740848,성내로12길,120,0.68,0.680264913,1125065,성내1동,Seongnae 1-dong,657522.779
53293,11740119,성내로3길,300,0.611,0.610761501,1125065,성내1동,Seongnae 1-dong,657522.779
53408,11740123,성안로7길,309,0.723,0.722970404,1125065,성내1동,Seongnae 1-dong,657522.779
53411,11740830,성내로15길,120,0.7,0.70025084,1125065,성내1동,Seongnae 1-dong,657522.779
53446,11740831,성내로13길,120,0.68,0.680264913,1125065,성내1동,Seongnae 1-dong,657522.779
53643,1174011,풍성로,3200,0.614,0.614380175,1125065,성내1동,Seongnae 1-dong,657522.779
53654,11740849,성내로10길,118,0.68,0.680264913,1125065,성내1동,Seongnae 1-dong,657522.779
53755,11740853,성내로6길,161,0.68,0.680264913,1125065,성내1동,Seongnae 1-dong,657522.779
53856,11740825,성내로13길,119,0.702,0.701612655,1125065,성내1동,Seongnae 1-dong,657522.779
54467,11740540,올림픽로,9400,0.881,0.880788653,1125065,성내1동,Seongnae 1-dong,657522.779
54955,11740619,풍성로,3200,0.626,0.626391124,1125065,성내1동,Seongnae 1-dong,657522.779
55045,11740855,올림픽로48길,87,0.702,0.701612655,1125065,성내1동,Seongnae 1-dong,657522.779
55512,11740125,성내로18길,340,0.604,0.60425741,1125065,성내1동,Seongnae 1-dong,657522.779
55670,1174046,풍성로39길,201,0.648,0.64750404,1125065,성내1동,Seongnae 1-dong,657522.779
67547,117404339,성내로14길,120.459,0.68,0.680264913,1125065,성내1동,Seongnae 1-dong,657522.779
40179,117407,양재대로,19360,0.776,0.775884529,1125063,천호3동,Cheonho 3-dong,567083.86
40417,1174013,천중로,2954,0.722,0.722144346,1125063,천호3동,Cheonho 3-dong,567083.86
40446,117402,구천면로,7050,0.685,0.684522254,1125063,천호3동,Cheonho 3-dong,567083.86
40901,11740177,천호대로161길,269,0.838,0.838102779,1125063,천호3동,Cheonho 3-dong,567083.86
41005,11740182,천호대로159길,323,0.684,0.684237895,1125063,천호3동,Cheonho 3-dong,567083.86
42257,1174073,천호대로170길,616,0.709,0.709359439,1125063,천호3동,Cheonho 3-dong,567083.86
49346,11740414,구천면로42길,593,0.684,0.684237895,1125063,천호3동,Cheonho 3-dong,567083.86
49589,11740419,천중로29길,265,0.615,0.614978472,1125063,천호3동,Cheonho 3-dong,567083.86
53352,117404,천호대로,15510,0.778,0.778286033,1125063,천호3동,Cheonho 3-dong,567083.86
54054,11740446,천중로35길,542,0.626,0.625745283,1125063,천호3동,Cheonho 3-dong,567083.86
40179,117407,양재대로,19360,0.776,0.775884529,1125061,천호1동,Cheonho 1-dong,669432.235
40417,1174013,천중로,2954,0.722,0.722144346,1125061,천호1동,Cheonho 1-dong,669432.235
40446,117402,구천면로,7050,0.685,0.684522254,1125061,천호1동,Cheonho 1-dong,669432.235
40717,117403,상암로,4332,0.752,0.751823615,1125061,천호1동,Cheonho 1-dong,669432.235
49346,11740414,구천면로42길,593,0.684,0.684237895,1125061,천호1동,Cheonho 1-dong,669432.235
49589,11740419,천중로29길,265,0.615,0.614978472,1125061,천호1동,Cheonho 1-dong,669432.235
50045,11740392,양재대로133길,443,0.839,0.839236214,1125061,천호1동,Cheonho 1-dong,669432.235
50129,11740321,구천면로47길,432,0.661,0.661024627,1125061,천호1동,Cheonho 1-dong,669432.235
50906,117401737,천중로35길,76,0.7,0.699955836,1125061,천호1동,Cheonho 1-dong,669432.235
51846,11740249,양재대로125길,319,0.674,0.674197007,1125061,천호1동,Cheonho 1-dong,669432.235
53191,11740404,상암로27길,229,0.652,0.652100915,1125061,천호1동,Cheonho 1-dong,669432.235
53754,11740328,구천면로53길,227,0.706,0.705585637,1125061,천호1동,Cheonho 1-dong,669432.235
54054,11740446,천중로35길,542,0.626,0.625745283,1125061,천호1동,Cheonho 1-dong,669432.235
55581,117401582,상암로28길,68,0.7,0.699955836,1125061,천호1동,Cheonho 1-dong,669432.235
40179,117407,양재대로,19360,0.776,0.775884529,1125059,암사3동,Amsa 3-dong,1847067.124
49414,11740460,고덕로15길,173,0.676,0.676237646,1125059,암사3동,Amsa 3-dong,1847067.124
49649,11740465,고덕로25길,226,0.611,0.610761501,1125059,암사3동,Amsa 3-dong,1847067.124
49993,117401629,고덕로27길,120,0.687,0.686609945,1125059,암사3동,Amsa 3-dong,1847067.124
53587,117401,고덕로,5055,0.822,0.821671109,1125059,암사3동,Amsa 3-dong,1847067.124
53593,11740305,고덕로10길,412,0.838,0.838102779,1125059,암사3동,Amsa 3-dong,1847067.124
54467,11740540,올림픽로,9400,0.881,0.880788653,1125059,암사3동,Amsa 3-dong,1847067.124
55590,117401625,고덕로23길,121,0.702,0.701612655,1125059,암사3동,Amsa 3-dong,1847067.124
40179,117407,양재대로,19360,0.776,0.775884529,1125058,암사2동,Amsa 2-dong,2432539.129
40653,117401224,올림픽로93길,163,0.702,0.701612655,1125058,암사2동,Amsa 2-dong,2432539.129
40717,117403,상암로,4332,0.752,0.751823615,1125058,암사2동,Amsa 2-dong,2432539.129
41770,117401598,고덕로,126,0.67,0.67020901,1125058,암사2동,Amsa 2-dong,2432539.129
42698,117401604,고덕로,270,0.674,0.674401698,1125058,암사2동,Amsa 2-dong,2432539.129
47740,117401213,상암로,138,0.633,0.632525044,1125058,암사2동,Amsa 2-dong,2432539.129
49921,11740295,상암로4가길,263,0.863,0.862889434,1125058,암사2동,Amsa 2-dong,2432539.129
53587,117401,고덕로,5055,0.822,0.821671109,1125058,암사2동,Amsa 2-dong,2432539.129
54467,11740540,올림픽로,9400,0.881,0.880788653,1125058,암사2동,Amsa 2-dong,2432539.129
55043,11740294,상암로4길,524,0.73,0.729999933,1125058,암사2동,Amsa 2-dong,2432539.129
40006,117406,동남로,9999,0.72,0.719935271,1125056,고덕2동,Godeok 2-dong,2407814.934
48476,11740511,아리수로74길,231,0.619,0.619167282,1125056,고덕2동,Godeok 2-dong,2407814.934
50293,11740514,아리수로,56,0.731,0.730656504,1125056,고덕2동,Godeok 2-dong,2407814.934
50455,11740504,상일로25길,97,0.627,0.627316258,1125056,고덕2동,Godeok 2-dong,2407814.934
50504,117404259,가래여울길,1482.454,0.626,0.625813642,1125056,고덕2동,Godeok 2-dong,2407814.934
50527,11740509,아리수로72길,429,0.704,0.703928819,1125056,고덕2동,Godeok 2-dong,2407814.934
50766,11740512,아리수로76길,255,0.676,0.675846479,1125056,고덕2동,Godeok 2-dong,2407814.934
51354,117401652,상일로15길,85,0.7,0.70025084,1125056,고덕2동,Godeok 2-dong,2407814.934
51522,117401671,아리수로74길,254,0.7,0.70025084,1125056,고덕2동,Godeok 2-dong,2407814.934
53587,117401,고덕로,5055,0.822,0.821671109,1125056,고덕2동,Godeok 2-dong,2407814.934
53661,117405,상일로,1708,0.677,0.676641665,1125056,고덕2동,Godeok 2-dong,2407814.934
53759,11740499,상일로19길,206,0.611,0.610761501,1125056,고덕2동,Godeok 2-dong,2407814.934
39694,117409,명일로,4075,0.798,0.798181446,1125055,고덕1동,Godeok 1-dong,1906731
40006,117406,동남로,9999,0.72,0.719935271,1125055,고덕1동,Godeok 1-dong,1906731
40179,117407,양재대로,19360,0.776,0.775884529,1125055,고덕1동,Godeok 1-dong,1906731
50125,11740478,아리수로46길,417,0.721,0.721271,1125055,고덕1동,Godeok 1-dong,1906731
50126,11740479,양재대로156길,705,0.65,0.650124463,1125055,고덕1동,Godeok 1-dong,1906731
50130,11740484,아리수로64길,280,0.655,0.654900082,1125055,고덕1동,Godeok 1-dong,1906731
53587,117401,고덕로,5055,0.822,0.821671109,1125055,고덕1동,Godeok 1-dong,1906731
55253,11740488,아리수로66길,235,0.613,0.612890176,1125055,고덕1동,Godeok 1-dong,1906731
39694,117409,명일로,4075,0.798,0.798181446,1125054,명일2동,Myeongil 2-dong,920580.859
40006,117406,동남로,9999,0.72,0.719935271,1125054,명일2동,Myeongil 2-dong,920580.859
40446,117402,구천면로,7050,0.685,0.684522254,1125054,명일2동,Myeongil 2-dong,920580.859
40659,117401395,동남로71길,92,0.702,0.701612655,1125054,명일2동,Myeongil 2-dong,920580.859
40717,117403,상암로,4332,0.752,0.751823615,1125054,명일2동,Myeongil 2-dong,920580.859
42238,11740371,상암로63길,302,0.675,0.674783696,1125054,명일2동,Myeongil 2-dong,920580.859
53587,117401,고덕로,5055,0.822,0.821671109,1125054,명일2동,Myeongil 2-dong,920580.859
53591,11740364,동남로75길,281,0.781,0.781065729,1125054,명일2동,Myeongil 2-dong,920580.859
55246,117401390,동남로75길,157,0.714,0.713824297,1125054,명일2동,Myeongil 2-dong,920580.859
55247,117401391,동남로75길,156,0.714,0.714423233,1125054,명일2동,Myeongil 2-dong,920580.859
55248,117401392,동남로75길,156,0.714,0.713824297,1125054,명일2동,Myeongil 2-dong,920580.859
39694,117409,명일로,4075,0.798,0.798181446,1125053,명일1동,Myeongil 1-dong,629936.782
40179,117407,양재대로,19360,0.776,0.775884529,1125053,명일1동,Myeongil 1-dong,629936.782
40446,117402,구천면로,7050,0.685,0.684522254,1125053,명일1동,Myeongil 1-dong,629936.782
40717,117403,상암로,4332,0.752,0.751823615,1125053,명일1동,Myeongil 1-dong,629936.782
41808,117401427,양재대로,19360,0.623,0.622758771,1125053,명일1동,Myeongil 1-dong,629936.782
42240,11740374,상암로51길,414,0.809,0.809282167,1125053,명일1동,Myeongil 1-dong,629936.782
42571,11740389,양재대로151길,139,0.684,0.684237895,1125053,명일1동,Myeongil 1-dong,629936.782
46161,11740376,구천면로78길,201,0.704,0.704223822,1125053,명일1동,Myeongil 1-dong,629936.782
50045,11740392,양재대로133길,443,0.839,0.839236214,1125053,명일1동,Myeongil 1-dong,629936.782
53587,117401,고덕로,5055,0.822,0.821671109,1125053,명일1동,Myeongil 1-dong,629936.782
53954,11740373,고덕로46길,479,0.638,0.637717227,1125053,명일1동,Myeongil 1-dong,629936.782
40006,117406,동남로,9999,0.72,0.719935271,1125052,상일동,Sangil-dong,1800421.973
40446,117402,구천면로,7050,0.685,0.684522254,1125052,상일동,Sangil-dong,1800421.973
40717,117403,상암로,4332,0.752,0.751823615,1125052,상일동,Sangil-dong,1800421.973
41180,1174032,상일로5길,191,0.641,0.640881994,1125052,상일동,Sangil-dong,1800421.973
42216,1174031,천호대로219다길,116,0.683,0.68290606,1125052,상일동,Sangil-dong,1800421.973
53352,117404,천호대로,15510,0.778,0.778286033,1125052,상일동,Sangil-dong,1800421.973
53587,117401,고덕로,5055,0.822,0.821671109,1125052,상일동,Sangil-dong,1800421.973
53661,117405,상일로,1708,0.677,0.676641665,1125052,상일동,Sangil-dong,1800421.973
40446,117402,구천면로,7050,0.685,0.684522254,1125051,강일동,Gangil-dong,3735036.976
40658,11740525,아리수로91길,700,0.606,0.606131573,1125051,강일동,Gangil-dong,3735036.976
50121,117401710,아리수로91길,78,0.806,0.806376457,1125051,강일동,Gangil-dong,3735036.976
50503,11740515,아리수로93가길,3029,0.799,0.799054149,1125051,강일동,Gangil-dong,3735036.976
50504,117404259,가래여울길,1482.454,0.626,0.625813642,1125051,강일동,Gangil-dong,3735036.976
53352,117404,천호대로,15510,0.778,0.778286033,1125051,강일동,Gangil-dong,3735036.976
53587,117401,고덕로,5055,0.822,0.821671109,1125051,강일동,Gangil-dong,3735036.976
53661,117405,상일로,1708,0.677,0.676641665,1125051,강일동,Gangil-dong,3735036.976
67500,117404319,고덕로98길,346.371,0.805,0.805208266,1125051,강일동,Gangil-dong,3735036.976
17635,1171026,석촌호수로,3008,0.607,0.607019085,1124080,잠실3동,Jamsil 3-dong,1510508.316
18008,1171020,송파대로,7365,0.829,0.829096365,1124080,잠실3동,Jamsil 3-dong,1510508.316
18107,1171017,올림픽로,9400,0.881,0.880788653,1124080,잠실3동,Jamsil 3-dong,1510508.316
67646,117105963,송파둘레길,20044.074,0.931,0.930530607,1124080,잠실3동,Jamsil 3-dong,1510508.316
17635,1171026,석촌호수로,3008,0.607,0.607019085,1124079,잠실2동,Jamsil 2-dong,2887959.51
17858,1171015,백제고분로,5175,0.829,0.829096365,1124079,잠실2동,Jamsil 2-dong,2887959.51
18107,1171017,올림픽로,9400,0.881,0.880788653,1124079,잠실2동,Jamsil 2-dong,2887959.51
18871,1171086,올림픽로10길,626,0.702,0.701703474,1124079,잠실2동,Jamsil 2-dong,2887959.51
40624,1168014,봉은사로,4200,0.894,0.893592244,1124079,잠실2동,Jamsil 2-dong,2887959.51
67646,117105963,송파둘레길,20044.074,0.931,0.930530607,1124079,잠실2동,Jamsil 2-dong,2887959.51
17858,1171015,백제고분로,5175,0.829,0.829096365,1124078,잠실7동,Jamsil 7-dong,675957.033
18107,1171017,올림픽로,9400,0.881,0.880788653,1124078,잠실7동,Jamsil 7-dong,675957.033
23180,11710102,도곡로64길,452,0.688,0.688204652,1124078,잠실7동,Jamsil 7-dong,675957.033
67646,117105963,송파둘레길,20044.074,0.931,0.930530607,1124078,잠실7동,Jamsil 7-dong,675957.033
17586,1171033,오금로,5729,0.792,0.791991839,1124077,잠실6동,Jamsil 6-dong,1400783.002
17635,1171026,석촌호수로,3008,0.607,0.607019085,1124077,잠실6동,Jamsil 6-dong,1400783.002
18008,1171020,송파대로,7365,0.829,0.829096365,1124077,잠실6동,Jamsil 6-dong,1400783.002
18107,1171017,올림픽로,9400,0.881,0.880788653,1124077,잠실6동,Jamsil 6-dong,1400783.002
67646,117105963,송파둘레길,20044.074,0.931,0.930530607,1124077,잠실6동,Jamsil 6-dong,1400783.002
17586,1171033,오금로,5729,0.792,0.791991839,1124075,잠실4동,Jamsil 4-dong,838843.119
18978,11710118,올림픽로39길,1112,0.626,0.625745283,1124075,잠실4동,Jamsil 4-dong,838843.119
67646,117105963,송파둘레길,20044.074,0.931,0.930530607,1124075,잠실4동,Jamsil 4-dong,838843.119
15666,11710915,백제고분로12길,174,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
16647,117101340,석촌호수로12길,126,0.687,0.686609945,1124071,잠실본동,Jamsilbon-dong,1135548.526
16776,11710893,백제고분로12길,157,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
17328,117101151,백제고분로11길,51,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
17635,1171026,석촌호수로,3008,0.607,0.607019085,1124071,잠실본동,Jamsilbon-dong,1135548.526
17858,1171015,백제고분로,5175,0.829,0.829096365,1124071,잠실본동,Jamsilbon-dong,1135548.526
18034,11710707,백제고분로12길,128,0.702,0.701612655,1124071,잠실본동,Jamsilbon-dong,1135548.526
18107,1171017,올림픽로,9400,0.881,0.880788653,1124071,잠실본동,Jamsilbon-dong,1135548.526
18469,117101197,백제고분로11길,117,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
18555,117101207,백제고분로7길,58,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
18612,117101228,백제고분로7길,78,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
18640,117101379,올림픽로12길,145,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
18869,117101384,올림픽로12길,164,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
18871,1171086,올림픽로10길,626,0.702,0.701703474,1124071,잠실본동,Jamsilbon-dong,1135548.526
18895,11710980,도곡로64길,117,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
19152,11710278,백제고분로11길,380,0.684,0.684237895,1124071,잠실본동,Jamsilbon-dong,1135548.526
20863,117101284,백제고분로12길,157,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
21085,117101332,백제고분로12길,156,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
21099,117101265,삼전로9길,128,0.705,0.704519364,1124071,잠실본동,Jamsilbon-dong,1135548.526
21609,117101304,백제고분로11길,140,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
21702,117101258,백제고분로19길,398,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
23180,11710102,도곡로64길,452,0.688,0.688204652,1124071,잠실본동,Jamsilbon-dong,1135548.526
23802,11710208,백제고분로14길,180,0.683,0.68290606,1124071,잠실본동,Jamsilbon-dong,1135548.526
24202,117101319,백제고분로19길,398,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
27463,11710817,백제고분로11길,200,0.813,0.812751901,1124071,잠실본동,Jamsilbon-dong,1135548.526
27771,11710374,삼전로13길,611,0.706,0.705585637,1124071,잠실본동,Jamsilbon-dong,1135548.526
27907,11710803,백제고분로12길,128,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
28173,11710794,백제고분로11길,106,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
28280,11710859,백제고분로11길,153,0.738,0.737761778,1124071,잠실본동,Jamsilbon-dong,1135548.526
28429,117102217,백제고분로20길,224,0.782,0.782055348,1124071,잠실본동,Jamsilbon-dong,1135548.526
30414,11710938,백제고분로19길,398,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
30418,11710963,백제고분로20길,66,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
32423,11710640,백제고분로19길,398,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
32579,117101085,삼전로3길,177,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
32722,117101476,올림픽로10길,85,0.7,0.699955836,1124071,잠실본동,Jamsilbon-dong,1135548.526
34312,117101103,백제고분로18길,155,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
34332,11710659,올림픽로12길,123,0.7,0.70025084,1124071,잠실본동,Jamsilbon-dong,1135548.526
34335,11710662,백제고분로12길,195,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
34341,117101070,올림픽로8길,85,0.846,0.845967474,1124071,잠실본동,Jamsilbon-dong,1135548.526
34385,117101054,백제고분로19길,398,0.702,0.701612655,1124071,잠실본동,Jamsilbon-dong,1135548.526
34389,117101523,백제고분로20길,75,0.68,0.680264913,1124071,잠실본동,Jamsilbon-dong,1135548.526
